logradouro,bairro,hierarquia,velocidade_maxima,peso_h,peso_v
RUA UNIÇO,CAMPO GRANDE,Local,20,1,"1,0"
RUA URIEL LOURIVAL,CAMPO GRANDE,Local,30,1,"1,0"
RUA URUMAJO,CAMPO GRANDE,Local,30,1,"1,0"
RUA URUNA,CAMPO GRANDE,Local,30,1,"1,0"
RUA USLIVER JOÃO BAPTISTA - TUTUCA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VACARIA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VALDEMAR RODRIGUES,CAMPO GRANDE,Local,30,1,"1,0"
RUA VALDIR AZEVEDO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VALE DO SONHO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VALE DOS RIOS,CAMPO GRANDE,Local,30,1,"1,0"
RUA VALZINHO TEIXEIRA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VANDICK PEREIRA COQUEIRO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VANJA ORICO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VARZELÂNDIA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VASCO DE MASCARENHAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA VASCONCELLOS TORRES,CAMPO GRANDE,Local,30,1,"1,0"
RUA VERA RODRIGUES,CAMPO GRANDE,Local,30,1,"1,0"
RUA VERGEL,CAMPO GRANDE,Local,30,1,"1,0"
RUA VESPASIANO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VICENTE DE ARAUJO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VICENTE FRANCISCO DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
RUA VICENTE PAIVA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VICENTE PERROTA,CAMPO GRANDE,Coletora,30,2,"1,0"
RUA VIDEIRA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIEIRAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA VINA DEL MAR,CAMPO GRANDE,Local,30,1,"1,0"
RUA VINTE E NOVE,CAMPO GRANDE,Local,30,1,"1,0"
RUA VINTE E SEIS,CAMPO GRANDE,Local,30,1,"1,0"
RUA VINÍCIUS DE MORAES,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIOLETA,CAMPO GRANDE,Local,20,1,"1,0"
RUA VIOLETEIRA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIRGEM DA LAPA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIRGINIA ARTIGAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIRGOLINO ALVES CARDIA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIRGÍLIO BAHIA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VIRGÍLIO BRÍGIDO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VITAL DE CASTRO,CAMPO GRANDE,Local,30,1,"1,0"
RUA VITOR ALVES,CAMPO GRANDE,Coletora,50,2,"1,5"
RUA VIÚVA DANTAS,CAMPO GRANDE,Coletora,30,2,"1,0"
RUA VOTORANTIN,CAMPO GRANDE,Local,30,1,"1,0"
RUA VOTUPORANGA,CAMPO GRANDE,Local,30,1,"1,0"
RUA VÁRZEA ALEGRE,CAMPO GRANDE,Local,30,1,"1,0"
RUA WALDEMAR MEDRADO DIAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA WALDEMAR VIANA DE CARVALHO,CAMPO GRANDE,Local,30,1,"1,0"
RUA WALDEMIRO LIBERATO,CAMPO GRANDE,Local,30,1,"1,0"
RUA WALDIR ANUNCIAÇÃO,CAMPO GRANDE,Local,30,1,"1,0"
RUA WALTER BARBOSA,CAMPO GRANDE,Local,30,1,"1,0"
RUA WALTER PORTO ALEGRE,CAMPO GRANDE,Local,30,1,"1,0"
RUA WANDA LACERDA,CAMPO GRANDE,Local,30,1,"1,0"
RUA WILDEMAR DE HOLANDA,CAMPO GRANDE,Local,30,1,"1,0"
RUA WILLIAM MODESTO,CAMPO GRANDE,Local,30,1,"1,0"
RUA WILMAR JORGE,CAMPO GRANDE,Local,30,1,"1,0"
RUA WILSON C. FILHO,CAMPO GRANDE,Local,30,1,"1,0"
RUA WILTON DA FONSECA,CAMPO GRANDE,Local,30,1,"1,0"
RUA WOLF KLABIN,CAMPO GRANDE,Local,30,1,"1,0"
RUA XAVANTINA,CAMPO GRANDE,Local,30,1,"1,0"
RUA XAVIER MARQUES,CAMPO GRANDE,Coletora,30,2,"1,0"
RUA XIQUE XIQUE,CAMPO GRANDE,Local,30,1,"1,0"
RUA YARA VARGAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZACARIAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZAIRA DE OLIVEIRA,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZAMBEZE,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZAPHIRO,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZARU,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZEQUINHA DE ABREU,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZOZA MEDICIS,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZOÉ CHAGAS FREITAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZUZU ANGEL,CAMPO GRANDE,Local,30,1,"1,0"
RUA ZÉLIO RIBEIRO,CAMPO GRANDE,Local,30,1,"1,0"
RUA ÁGUAS BELAS,CAMPO GRANDE,Local,30,1,"1,0"
RUA ÁGUAS DE LINDOIA,CAMPO GRANDE,Local,30,1,"1,0"
RUA ÁGUIA BRANCA,CAMPO GRANDE,Local,30,1,"1,0"
RUA ÁLVARO LINS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA A,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA A. CARNEIRO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA A. VENDAS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ALAMANDA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ALECRIM DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA AMOR DO CAMPO DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA AMOR-PERFEITO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ANA BARCELOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ANA DE SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ANTENOR GOMES,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ANTÔNIO MARCOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA AZALÉIA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA B,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA B. GILSON,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BARDAGUE,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BEGÔNIA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BELISÁRIO DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BENEDITO PEREIRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BITURUBA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BRILHANTE DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BRINCO-DE-PRINCESA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA BROMÉLIA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA C,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CACILDA BECKER,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CANTO DO RIO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CAPIVARA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CARLOS C.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CARLOS F. DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CEDRO DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CELESTE COUTINHO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CELINA DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CHICO MENDES,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CINCO,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA CIPÓ DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CITRONELA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CLARA NUNES,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA CLÁUDIO JOSELINO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA COMANDANTE RUBEM SABA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA COMPOSITOR CARTOLA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA D. DA SILVA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA D. SILVA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DA CONQUISTA DE OITICICA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DA PINTURA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DAS ACÁCIAS DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DAS MARGARIDAS DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DAS ORQUÍDEAS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DAS PALMAS DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DAS ROSAS DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DIAMANTE DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DIRCINHA BATISTA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DO CRAVO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DO ESPERANTO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DOIS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DOS ELIAS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DOUTOR JOÃO DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA DÁLIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA E - PAL 30387,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA EDILSON CORRÊA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ELIS REGINA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ERNESTINA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ERONDINA D.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ESTRELA DO AMANHÃ,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ESTRELA DO MAR,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA EULINO NOGUEIRA,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA F - PAL 28118,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA F - PAL 28506,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FERREIRA BORGES,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FERREIRA JOSÉ JOAQUM,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FICOS DE JARDIM MORIÇABA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FIGUEIRA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FLAMBOYANT DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FLOR-DE-MAIO DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FLORIDA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA FRANCISCO DE SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA G - PAA 11801 / PAL 45783,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA GELSON MARTINS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA GIRASSOL,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA GUABIROBA DE JARDIM MORIÇABA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA GÉLSON,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA HENRIQUE DUTRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA HILDA C. DA SILVA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA HILDEGAR NORONHA,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA IARA AMARAL,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ITAPIRA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JACARANDÁ DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JAGUATIRICA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JASMIM DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JEQUITIBÁ-ROSA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JESUÍNO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOAQUIM GOMES,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOHN LENNON,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JORGE G. LEAL,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JORGE LUIZ DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOSÉ CAETANO FERREIRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOSÉ DE SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOSÉ JOAQUIM DE SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOSÉ RICARDO DA SILVA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOÃO CUNHA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOÃO DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JOÃO H. DE OLIVEIRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA JÚLIO CESÁRIO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA L. DE JESUS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA L. DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LAURO CORONA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LEITE MARCOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LIA DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LÚCIA LEAL,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LÚCIA MARIA DE SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LÚCIO OLIVEIRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA LÚCIO RIBEIRO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MANGUEIRAL,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA MANOEL TELES,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARAVILHA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARESIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARIA DA C. SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARIA DA CRUZ,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARIA DA PENHA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARIA DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARIA LUISA SOUZA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARIA T. DA SILVA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MARTINS HÉLIO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MATEUS LEME,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MAÍSA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MINHA BRASÍLIA AMARELA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MONSENHOR DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MORIÇABA,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA MURICI DE JARDIM MORIÇABA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA MÁRIO DE JESUS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA NALDA B. DA COSTA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA O,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA O ASTRO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA O GUARANI DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA OITO,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA OLEGÁRIO L.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAIXÃO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PALESTINO DE O.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAPOULAS FLOR DE MAIO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PASSIFLORA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAULINA M.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAULINO DE ALMEIDA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAULO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAULO GRACINDO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PAULO SÉRGIO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PEROBA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA PRIMAVERA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA QUARENTA E QUATRO,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA QUATRO,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA RICARDO DE J.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ROBERTO DE OLIVEIRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA ROSALINA S.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA S. CARDOSO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA S. DO NASCIMENTO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SABIÁ-PIMENTA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SAFIRA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SAMBA DO AVIÃO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SANDRO DE M.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SEBASTIÃO B.,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SEIS,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA SEMPRE-VIVA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SETE,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA SOLDADO ANTÔNIO DA SILVEIRA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SOLDADO ELÍDIO MARTINS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SÁLVIA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA SÃO JOSÉ DE MELLO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA TAIOBA DE JARDIM MORIÇABA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA TANIA REGINA DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA TATU-CANASTRA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA TITO REBELO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA TOPAZIO DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA TRÊS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA UM,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA UNIÃO,CAMPO GRANDE,Local,20,1,"1,0"
TRAVESSA VERA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA VIRA-FOLHA DE SANTA MARIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA VITÓRIA-RÉGIA,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA WALTER DOS SANTOS,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSA WANDERLEI DO CARMO,CAMPO GRANDE,Local,30,1,"1,0"
TRAVESSACARURU DE JARDIM MORIÇABA,CAMPO GRANDE,Local,30,1,"1,0"
AVENIDA DOM HELDER CAMARA,CASCADURA,Arterial primária,60,4,"2,0"
AVENIDA ERNANI CARDOSO,CASCADURA,Arterial primária,60,4,"2,0"
LADEIRA FELIZARDO ALVES,CASCADURA,Local,30,1,"1,0"
PRAÇA BACURI,CASCADURA,Local,30,1,"1,0"
PRAÇA TRÊS LAGOAS,CASCADURA,Local,30,1,"1,0"
RUA AIAPUA,CASCADURA,Local,30,1,"1,0"
RUA ALBERTO MENDES JUNIOR,CASCADURA,Local,30,1,"1,0"
RUA ALFREDO LUQUEZ,CASCADURA,Local,30,1,"1,0"
RUA ANDRADE,CASCADURA,Local,30,1,"1,0"
RUA ANGELO DANTAS,CASCADURA,Arterial primária,60,4,"2,0"
RUA ANIBA,CASCADURA,Local,30,1,"1,0"
RUA APUI,CASCADURA,Local,30,1,"1,0"
RUA ARMANDO ALMEIDA,CASCADURA,Local,30,1,"1,0"
RUA BARBOSA,CASCADURA,Local,30,1,"1,0"
RUA BARÃO DO BANANAL,CASCADURA,Local,30,1,"1,0"
RUA BAURU,CASCADURA,Local,30,1,"1,0"
RUA BENOAL,CASCADURA,Local,30,1,"1,0"
RUA BLUMENAU,CASCADURA,Local,30,1,"1,0"
RUA BORNEO,CASCADURA,Local,30,1,"1,0"
RUA CACIPORE,CASCADURA,Local,20,1,"1,0"
RUA CAETANO DA SILVA,CASCADURA,Local,30,1,"1,0"
RUA CAIARI,CASCADURA,Local,30,1,"1,0"
RUA CAJUEIRO,CASCADURA,Local,30,1,"1,0"
RUA CAJURU,CASCADURA,Local,30,1,"1,0"
RUA CAMINHO DA PEDRA BRANCA,CASCADURA,Local,30,1,"1,0"
RUA CANDIDO BENÍCIO,CASCADURA,Arterial primária,50,4,"1,5"
RUA CARLOS ARLINDO,CASCADURA,Local,30,1,"1,0"
RUA CERQUEIRA DALTRO,CASCADURA,Coletora,40,2,"1,2"
RUA COMENDADOR PINTO,CASCADURA,Local,30,1,"1,0"
RUA CORONEL MAGALHÃES,CASCADURA,Local,30,1,"1,0"
RUA CÂNDIDA BASTOS,CASCADURA,Local,30,1,"1,0"
RUA DA PEDREIRA,CASCADURA,Arterial secundária,50,3,"1,5"
RUA DO AMPARO,CASCADURA,Coletora,30,2,"1,0"
RUA EMBARÉ,CASCADURA,Local,30,1,"1,0"
RUA ENGENHEIRO EDUARDO PARISOT,CASCADURA,Local,30,1,"1,0"
RUA EUFRÁSIO CORREA,CASCADURA,Local,30,1,"1,0"
RUA FELÍCIO,CASCADURA,Local,30,1,"1,0"
RUA FERRAZ,CASCADURA,Local,30,1,"1,0"
RUA FLORENTINA,CASCADURA,Local,40,1,"1,2"
RUA FREI ANTONIO,CASCADURA,Local,30,1,"1,0"
RUA GOIAS,CASCADURA,Arterial secundária,60,3,"2,0"
RUA IGUAIBA,CASCADURA,Local,30,1,"1,0"
RUA INHARE,CASCADURA,Local,30,1,"1,0"
RUA ITAMARATI,CASCADURA,Coletora,40,2,"1,2"
RUA ITUNA,CASCADURA,Local,30,1,"1,0"
RUA JAUAPERI,CASCADURA,Local,30,1,"1,0"
RUA JIPIOCA,CASCADURA,Local,30,1,"1,0"
RUA JOBINA,CASCADURA,Local,30,1,"1,0"
RUA JOÃO DA SEDA,CASCADURA,Local,30,1,"1,0"
RUA JOÃO ROMEIRO,CASCADURA,Local,30,1,"1,0"
RUA LANCASTRE,CASCADURA,Local,30,1,"1,0"
RUA LERITA,CASCADURA,Local,20,1,"1,0"
RUA MANOEL RAYMUNDO SOARES,CASCADURA,Local,30,1,"1,0"
RUA MASSIAMBU,CASCADURA,Local,30,1,"1,0"
RUA MENDES,CASCADURA,Local,30,1,"1,0"
RUA MENDES DE AGUIAR,CASCADURA,Local,20,1,"1,0"
RUA MIGUEL RANGEL,CASCADURA,Local,40,1,"1,2"
RUA MOISES LILENBAUM,CASCADURA,Local,30,1,"1,0"
RUA NERVAL DE GOUVEA,CASCADURA,Arterial primária,60,4,"2,0"
RUA NILTON DE OLIVEIRA,CASCADURA,Local,30,1,"1,0"
RUA PADRE MANUEL DA NOBREGA,CASCADURA,Coletora,40,2,"1,2"
RUA PADRE TELÊMACO,CASCADURA,Arterial secundária,60,3,"2,0"
RUA PALATINADO,CASCADURA,Local,30,1,"1,0"
RUA PROFESSOR CÂNCIO PÓVOA,CASCADURA,Local,30,1,"1,0"
RUA PROFESSOR FERREIRA BRAGA,CASCADURA,Local,30,1,"1,0"
RUA PROFESSOR TISSERANDOT,CASCADURA,Local,30,1,"1,0"
RUA SAGRADO CORAÇÃO DE JESUS,CASCADURA,Local,30,1,"1,0"
RUA SIDÔNIO PAES,CASCADURA,Coletora,40,2,"1,2"
RUA SILVA GOMES,CASCADURA,Local,30,1,"1,0"
RUA SOLDADO ANDRE RIBEIRO,CASCADURA,Local,30,1,"1,0"
RUA SOUTO,CASCADURA,Local,30,1,"1,0"
RUA SYLVIO FREITAS,CASCADURA,Local,40,1,"1,2"
RUA SÃO FERNANDO,CASCADURA,Local,30,1,"1,0"
RUA SÃO PEDRO,CASCADURA,Local,30,1,"1,0"
RUA TENENTE ANDRADE MAIA,CASCADURA,Local,30,1,"1,0"
RUA TOMAZ ALVES,CASCADURA,Local,30,1,"1,0"
RUA VALÉRIO,CASCADURA,Coletora,40,2,"1,2"
TRAVESSA ANTONINA,CASCADURA,Local,20,1,"1,0"
TRAVESSA DOS CARDOSOS,CASCADURA,Local,30,1,"1,0"
TRAVESSA FELÍCIO,CASCADURA,Local,30,1,"1,0"
TRAVESSA FERRAZ,CASCADURA,Local,30,1,"1,0"
TRAVESSA MARIA LOPES,CASCADURA,Local,30,1,"1,0"
TRAVESSA PALMITAL,CASCADURA,Local,30,1,"1,0"
TRAVESSA PENALVA,CASCADURA,Local,30,1,"1,0"
TRAVESSA SAGRADO CORAÇÃO DE JESUS,CASCADURA,Local,30,1,"1,0"
TRAVESSA SOUZA ANDRADE,CASCADURA,Local,30,1,"1,0"
TRAVESSA XAVIER,CASCADURA,Local,30,1,"1,0"
LARGO DO MACHADO,CATETE,Coletora,40,2,"1,2"
RUA ALMIRANTE TAMANDARÉ,CATETE,Local,30,1,"1,0"
RUA ANDRADE PERTENCE,CATETE,Local,30,1,"1,0"
RUA ANTONIO MENDES CAMPOS,CATETE,Coletora,40,2,"1,2"
RUA ARTUR BERNARDES,CATETE,Local,30,1,"1,0"
RUA BENTO LISBOA,CATETE,Coletora,40,2,"1,2"
