fid,ext,tipo_infra,apenas_ano,fluxo_infr,inicio,contabilizar,data_implant,vias,area_plane,local_infr,executor,final,SHAPE__Length,rp,status,cod_rp
386,0.28689074,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua Dalcídio Jurandir,Sim,,Avenida Ministro Afrânio Costa,4,No meio da pista,,Avenida Prefeito Dulcídio Cardoso,286.878627181757,Barra da Tijuca,Implantada,4.2
387,0.78418384,Ciclovia,,Bidirecional,Altura da Avenida Gilberto Amado,Sim,,Ponte da Joatinga (Engenheiro Alfredo Arthur de Figueiredo),4,No bordo direito da pista,,Altura do Túnel do Joá,784.166192988779,Barra da Tijuca,Implantada,4.2
388,0.08166258,Ciclovia,,Bidirecional,"Altura da Avenida Gilberto Amado, Número 61",Sim,,Avenida Ministro Ivan Lins,4,Ciclovia elevada - estrutura à parte da via,,"Altura da Avenida Gilberto Amado, Número 113",81.6606082108448,Barra da Tijuca,Implantada,4.2
389,0.0901947,Ciclovia,,Bidirecional,Número 113,Sim,,Avenida Gilberto Amado,4,"Não identificado, Ciclovia elevada - estrutura à parte da via",,Número 71,90.1924324711886,Barra da Tijuca,Implantada,4.2
390,0.03153022,Ciclovia,,Bidirecional,"Altura da Avenida Gilberto Amado, Número 71",Sim,,Avenida Ministro Ivan Lins,4,Ciclovia elevada - estrutura à parte da via,,Ponte da Joatinga,31.5294870915586,Barra da Tijuca,Implantada,4.2
391,0.28097432,Ciclovia,,Bidirecional,Oposto ao número 1150,Sim,,Avenida Prefeito Mendes de Moraes,2,No bordo direito da pista,,Oposto ao número 1500,280.970665939321,São Conrado,Implantada,2.1
392,0.26706712,Ciclovia,,Bidirecional,Mirante São Conrado,Sim,,Estrada Auto-Estrada Lagoa Barra,2,"Não identificado, Ciclovia elevada - estrutura à parte da via",,Túnel São Conrado,267.063343721066,São Conrado,Implantada,2.1
393,6.87874211,Ciclovia,,Bidirecional,Número 1700,Sim,,Avenida Lúcio Costa,4,Na calçada,,Número 14800,6878.25535271709,Barra da Tijuca,Implantada,4.2
394,0.60358313,Faixa compartilhada na calçada,,Bidirecional,"Avenida Salvador Allende, antes da transição para a Avenida Embaixador Bueno",Sim,,Avenida Embaixador Abelardo Bueno,4,Na calçada,,Oposto ao Condomínio Origami,603.54194920886,Barra da Tijuca,Implantada,4.2
395,0.40650797,Faixa compartilhada na calçada,,Bidirecional,Número 3514,Sim,,Avenida Embaixador Abelardo Bueno,4,Na calçada,,Avenida Salvador Allende,406.480577689376,Jacarepaguá,Implantada,4.1
396,0.85222803,Faixa compartilhada na calçada,,Bidirecional,Avenida Embaixador Abelardo Bueno,Sim,,Avenida Salvador Allende,4,Na calçada,,Rua Francisco de Paula,852.171343163249,Jacarepaguá,Implantada,4.1
397,0.60756847,Faixa compartilhada na pista,,Bidirecional,Número 1570,Sim,,Avenida Alfredo Balthazar da Silveira,4,No bordo direito da pista,,Número 2130,607.514242471371,Barra da Tijuca,Implantada,4.2
398,0.09901544,Faixa compartilhada na calçada,,Bidirecional,Número 214,Sim,,Praia de Botafogo,2,Na calçada,,Rua Fernando Ferrari,99.0184191304798,Botafogo,Implantada,2.1
399,0.46319458,Ciclovia,,Bidirecional,Rua General Severiano,Sim,,Avenida Lauro Sodré,2,No bordo esquerdo da pista,,Próximo ao número 1746,463.209240111558,Botafogo,Implantada,2.1
400,0.54763559,Ciclovia,,Bidirecional,Avenida Atlântica,Sim,,Avenida Princesa Isabel,2,No canteiro central,,Próximo ao Túnel do Leme,547.653549776053,Copacabana,Implantada,2.1
401,0.89791444,Faixa compartilhada na calçada,,Bidirecional,Rua Humaitá,Sim,,Rua Visconde de Silva,2,Na calçada,,Número 68,897.93474919709,Botafogo,Implantada,2.1
402,0.45866531,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 333,Sim,,Rua Muniz Barreto,2,No bordo esquerdo da pista,,Número 621,458.678311426848,Botafogo,Implantada,2.1
403,3.32954516,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 701,Sim,,Avenida Borges de Medeiros,2,Na calçada,,Praça José M Filho,3329.59216365505,Lagoa,Implantada,2.1
404,0.49415164,Faixa compartilhada na calçada,,Bidirecional,Avenida Borges de Medeiros,Sim,,Parque dos Patins,2,Praça,,Heliponto da Lagoa Rodrigo de Freitas,494.158027523581,Lagoa,Implantada,2.1
405,3.89024093,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 686,Sim,,Avenida Epitácio Pessoa,2,Na calçada,,Oposto ao número 4976,3890.31163243146,Lagoa,Implantada,2.1
406,0.94452528,Faixa compartilhada na calçada,,Bidirecional,Número 92,Sim,,Rua Mário Ribeiro,2,Na calçada,,Número 250,944.534947789138,Leblon,Implantada,2.1
407,1.36408901,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 03,Sim,,Rua Doutor Julio Otoni,1,No bordo direito da pista,,Número 589,1364.11990957924,Centro,Implantada,1.1
408,3.05913924,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Paineiras Corcovado,Sim,,Estrada das Paineiras,1,No bordo direito da pista,,Número 92,3059.19081992832,Centro,Implantada,1.1
409,6.83817129,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis","Estrada Dona Castorina, número 10",Sim,,Estrada Dona Castorina,2,No bordo direito da pista,,"Estrada Dona Castorina, número 109",6838.13523070546,Tijuca,Implantada,2.2
410,1.41053755,Faixa compartilhada na pista,,Bidirecional,Estrada Major Archer - Floresta da Tijuca,Sim,,Estrada Dom Pedro Augusto,2,No bordo direito da pista,,Próximo ao barracão ICMBIO - Floresta da Tijuca,1410.51234664269,Tijuca,Implantada,2.2
411,1.43841788,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis","Estrada Dona Castorina, número 10",Sim,,Estrada Dona Castorina,2,No bordo direito da pista,,"Estrada Dona Castorina, número 109",1438.39635593372,Tijuca,Implantada,2.2
412,7.94462906,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 68,Sim,,Estrada do Redentor,2,No bordo direito da pista,,Número 8070,7944.62525901358,Tijuca,Implantada,2.2
413,9.46564156,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 12097,Sim,,Estrada do Sumaré,2,"No bordo direito da pista, No bordo esquerdo da pista",,Número 62,9465.71443832551,Tijuca,Implantada,2.2
414,0.60021347,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 24,Sim,,Rua Alice,2,No meio da pista,,Número 598,600.227901031787,Laranjeiras,Implantada,2.1
415,1.42527392,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 598,Sim,,Rua Alice,2,No meio da pista,,Número 2040,1425.30741596979,Laranjeiras,Implantada,2.1
416,0.24317801,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 02,Sim,,Rua Amado Nervo,2,No bordo direito da pista,,Número 55,243.174811675543,Tijuca,Implantada,2.2
417,0.44395643,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis","Estrada Dona Castorina, número 10",Sim,,Estrada Dona Castorina,2,No bordo direito da pista,,"Estrada Dona Castorina, número 109",443.957672309481,Jardim Botânico,Implantada,2.1
418,0.40737141,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 528,Sim,,Rua Mario Portela,2,No meio da pista,,Número 27,407.381527900725,Laranjeiras,Implantada,2.1
419,0.91557166,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 70,Sim,,Rua Pacheco Leão,2,Na calçada,,Oposto ao número 894,915.580721981617,Jardim Botânico,Implantada,2.1
420,1.9548882,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Esquina com Estrada do Sumaré,Sim,,Estrada Dom Joaquim Mamede,1,No bordo direito da pista,,Esquina com Rua Almirante Alexandrino,1954.91683249467,Centro,Implantada,1.1
421,0.22007958,Ciclofaixa,,Bidirecional,Oposto ao número 22,Sim,,Rua General Garzon,2,No bordo direito da pista,,Oposto ao número 100,220.082240136213,Lagoa,Implantada,2.1
422,1.42767314,Faixa compartilhada na pista,,Bidirecional,Próximo a Cascata Gabriela - Floresta  daTijuca (PNT),Sim,,Estrada Escragnole,2,No bordo direito da pista,,Próximo ao Restaurante Os Esquilos - Floresta da Tijuca (PNT),1427.64542226315,Tijuca,Implantada,2.2
423,0.31178252,Faixa compartilhada na pista,,Bidirecional,Entrada do Centro de Visitantes da Floresta da Tijuca - PNT,Sim,,Caminho dos Picos,2,No bordo direito da pista,,Próximo ao Barracão ICMBIO - Floresta da Tijuca - PNT,311.777349577659,Tijuca,Implantada,2.2
424,1.0954834,Faixa compartilhada na pista,,Bidirecional,"Dom Pedro Augusto, na Floresta da Tijuca",Sim,,Estrada Major Archer,2,No bordo direito da pista,,"Próximo a Cascata Gabriela, na Floresta da Tijuca (PNT)",1095.46196580192,Tijuca,Implantada,2.2
425,1.64518718,Faixa compartilhada na pista,,Bidirecional,Praça Afonso Viseu,Sim,,Estrada Cascatinha,2,No bordo direito da pista,,Avenida Taunay da Floresta da Tijuca,1645.16282946145,Tijuca,Implantada,2.2
426,0.3257995,Faixa compartilhada na pista,,Bidirecional,Estrada Escragnolle,Sim,,Caminho da Saudade/Caminho dos Picos,2,No bordo direito da pista,,Estrada Bom Retiro,325.794144410339,Tijuca,Implantada,2.2
427,0.34643235,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 11,Sim,,Largo do Machado,2,No bordo esquerdo da pista,,Número 39,346.443106428213,Catete,Implantada,2.1
428,0.1381186,Ciclofaixa,2024,Bidirecional,Número 11,Sim,2024,Largo do Machado,2,No bordo esquerdo da pista,CETRIO,Número 39,138.122907249627,Catete,Implantada,2.1
429,0.36333485,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 66,Sim,,Rua Gago Coutinho,2,No bordo direito da pista,,Número 04,363.345624039688,Laranjeiras,Implantada,2.1
430,0.90992177,Ciclofaixa,2024,Bidirecional,Praça José de Alencar,Sim,2024,Rua do Catete,2,No bordo esquerdo da pista,CETRIO,Número 106,909.950554657397,Catete,Implantada,2.1
431,0.28134434,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 184,Sim,,Rua Professor Estelita Lins,2,No bordo esquerdo da pista,,Número 20,281.351351399046,Laranjeiras,Implantada,2.1
432,0.30489841,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 585,Sim,,Rua das Laranjeiras,2,No bordo direito da pista,,Número 495,304.905763707661,Laranjeiras,Implantada,2.1
433,0.92834827,Faixa compartilhada na pista,,Bidirecional,Número 01,Sim,,Rua das Laranjeiras,2,No bordo esquerdo da pista,,Número 259,928.374895225039,Laranjeiras,Implantada,2.1
434,0.21520296,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 15,Sim,,Rua General Glicério,2,No bordo esquerdo da pista,,Número 183,215.208303356753,Laranjeiras,Implantada,2.1
435,0.21196331,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 30,Sim,,Rua Senador Vergueiro,2,No bordo esquerdo da pista,,Rua do Catete,211.970109010779,Flamengo,Implantada,2.1
436,0.70700686,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 647,Sim,,Rua Cosme Velho,2,No bordo direito da pista,,Número 09,707.022530787457,Cosme Velho,Implantada,2.1
437,0.69130804,Faixa compartilhada na calçada,,Bidirecional,Número 487,Sim,,Rua das Laranjeiras,2,Na calçada,,Número 265,691.325849613145,Laranjeiras,Implantada,2.1
438,2.71663514,Faixa compartilhada na calçada,,Bidirecional,Próximo ao Terminal Taquara,Sim,,Estrada Rodrigues Caldas,4,Na calçada,,Número 2640,2716.46810095818,Jacarepaguá,Implantada,4.1
439,0.23658375,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Lúcio Costa,Sim,,Rua Raul Amaro Nim Ferreira,4,No bordo direito da pista,,Rua Professor Hermes de Lima,236.562645772122,Barra da Tijuca,Implantada,4.2
440,0.23658375,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua Professor Hermes de Lima,Sim,,Rua Raul Amaro Nim Ferreira,4,No bordo direito da pista,,Avenida Lúcio Costa,236.562479730713,Barra da Tijuca,Implantada,4.2
441,1.91265517,Ciclovia,,Bidirecional,Oposto ao número 314,Sim,,Avenida Niemeyer,2,No bordo direito da pista,,"Próximo à Avenida Prefeito Mendes de Morais, número 699",1912.65299243871,Vidigal,Interditada,2.1
442,0.24885304,Faixa compartilhada na calçada,,Bidirecional,Avenida Padre Guilherme Decaminada,Sim,,Rodovia Governador Mário Covas,5,No bordo direito da pista,,Passarela s/n - Sentido Centro,248.810328207713,Santa Cruz,Implantada,5.3
443,12.18983332,Faixa compartilhada na calçada,,Bidirecional,"Av. Dom João VI, próximo a Estrada da Pedra",Sim,,Avenida das Américas,5,No bordo esquerdo da pista,,"Av. Dom João VI, número 27705",12188.060116208,Guaratiba,Implantada,5.4
444,12.23640654,Faixa compartilhada na calçada,,Bidirecional,"Av. Dom João VI, número 27705",Sim,,Avenida das Américas,5,Na calçada,,"Av. Dom João VI, próximo a Estrada da Pedra",12234.627490979,Guaratiba,Implantada,5.4
445,0.75460019,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 249,Sim,,Avenida Júlio Furtado,2,No bordo direito da pista,,Número 03,,Tijuca,Implantada,2.2
446,0.7515293,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 06,Sim,,Avenida Júlio Furtado,2,No bordo direito da pista,,Número 244,751.522631363933,Tijuca,Implantada,2.2
447,0.62384826,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 49,Sim,,Avenida Engenheiro Richard,2,No bordo direito da pista,,Número 273,623.842967034335,Tijuca,Implantada,2.2
448,0.6228372,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 52,Sim,,Avenida Engenheiro Richard,2,No bordo direito da pista,,Número 260,622.831897015583,Tijuca,Implantada,2.2
449,2.17410875,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua República Árabe da Síria,Sim,,Estrada do Galeão,3,No bordo direito da pista,,Praça Jerusalém,2174.14948795438,Ilha do Governador,Implantada,3.7
450,1.24087827,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Praça Jerusalém,Sim,,Estrada da Bica,3,No bordo direito da pista,,Número 01,1240.90832535353,Ilha do Governador,Implantada,3.7
451,0.67313117,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 5323,Sim,,Avenida Horácio Macedo,3,Na calçada,,Oposto ao número 3875,673.134413618821,Ilha do Governador,Implantada,3.7
452,0.97599459,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 56,Sim,,Rua Grajaú,2,No bordo direito da pista,,Número 250,975.986900084285,Tijuca,Implantada,2.2
453,0.69601056,Faixa compartilhada na calçada,,Bidirecional,Após a Rua Maravilha,Sim,,Rua Leopoldo Bulhões,1,Na calçada,,Próximo à Rua Araruá (Linha Férrea),696.009670342673,Centro,Implantada,1.1
454,2.30065071,Faixa compartilhada na calçada,,Bidirecional,Estrada do Pontal,Sim,,Estrada Vereador Alceu de Carvalho,4,Na calçada,,Número 1020,2300.40874702928,Barra da Tijuca,Implantada,4.2
455,0.40083765,Ciclovia,,Bidirecional,Número 5400,Sim,,Rua AW,4,Na calçada,,Número 955,400.795490464276,Barra da Tijuca,Implantada,4.2
456,1.89521177,Faixa compartilhada na calçada,,Bidirecional,Avenida Delfim Moreira,Sim,,Avenida Niemeyer,2,Na calçada,,Oposto ao número 314,1895.22185413273,Vidigal,Implantada,2.1
457,0.27484229,Faixa compartilhada na calçada,,Bidirecional,"Av. Borges de Medeiros, número 1424",Sim,,Complexo Lagoon,2,Na calçada,,Parque das Figueiras,274.845667293197,Lagoa,Implantada,2.1
458,1.21757677,Faixa compartilhada na calçada,,Bidirecional,Estrada do Rio Grande,Sim,,Estrada da Ligação,4,Na calçada,,Número 1367,1217.49520595945,Jacarepaguá,Implantada,4.1
459,0.11533425,Faixa compartilhada na pista,,Bidirecional,Rua Ana Teles,Sim,,Rua Maricá,3,No bordo esquerdo da pista,,Rua Pinto Teles,115.329316580203,Madureira,Implantada,3.3
460,0.01391685,Faixa compartilhada na pista,,Bidirecional,Rua Ana Teles,Sim,,Rua Maricá,3,No bordo esquerdo da pista,,Rua Pinto Teles,13.9162388255592,Madureira,Implantada,3.3
461,0.24408143,Faixa compartilhada na calçada,,Não identificado,Avenida Gilka Machado,Sim,,Avenida das Américas,4,Na calçada,,Esquina com Rua Sérgio Branco Soares,244.057106144464,Barra da Tijuca,Implantada,4.2
462,0.43667493,Faixa compartilhada na calçada,,Não identificado,Número 15.801,Sim,,Avenida das Américas,4,Na calçada,,Esquina com Estrada Benvindo de Novaes,436.633689736786,Barra da Tijuca,Implantada,4.2
463,0.74857763,Faixa compartilhada na pista,,Bidirecional,Praça das Nações,Sim,,Avenida Paris,3,No bordo direito da pista,,Avenida Brasil,748.575767681556,Ramos,Implantada,3.1
464,0.94390535,Faixa compartilhada na calçada,,Bidirecional,Praça São João Berchmans,Sim,,Avenida Meriti,3,No canteiro central,,Avenida São Felix ,943.878452033951,Penha,Implantada,3.5
465,0.53465235,Faixa compartilhada na calçada,,Bidirecional,Em frente ao Instituto de Geociências da UFRJ,Sim,,Rua Lobo Carneiro,3,Na calçada,,Início da Ponte Oswaldo Cruz (sentido Barra da Tijuca) ,534.655176018889,Ilha do Governador,Implantada,3.7
466,0.35330002,Ciclofaixa,,Bidirecional,Avenida Rodrigues Alves,Sim,,Avenida Barão de Tefé,1,No bordo esquerdo da pista,,Rua Sacadura Cabral,353.309752432536,Centro,Implantada,1.1
468,0.22168495,Ciclofaixa,,"Unidirecional, no fluxo dos automóveis",Rua Alberto de Campos,Sim,,Rua Vinícius de Moraes,2,No bordo direito da pista,,Avenida Epitácio Pessoa,221.689225866935,Ipanema,Implantada,2.1
471,1.21023405,Faixa compartilhada na pista,,Bidirecional,"Rua Visconde de Inhauma, oposto ao número 95",Sim,,Avenida Marechal Floriano,1,No meio da pista,,Praça Cristiano Otoni,1210.26800752353,Centro,Implantada,1.1
472,0.08828031,Faixa compartilhada na calçada,2022,Bidirecional,Avenida Lúcio Costa,Sim,03/2022,Avenida Afonso de Taunay,4,Na calçada,CETRIO,Número 33,88.2776007930492,Barra da Tijuca,Implantada,4.2
474,0.18255665,Faixa compartilhada na pista,2022,Bidirecional,Avenida Alda Garrido,Sim,03/2022,Rua General Ivan Raposo,4,No bordo esquerdo da pista,CETRIO,Número 644,182.551030877752,Barra da Tijuca,Implantada,4.2
475,0.67472725,Ciclofaixa,,"Unidirecional, no fluxo dos automóveis",Avenida Epitácio Pessoa,Sim,,Rua Maria Quitéria,2,No bordo direito da pista,,Rua Prudente de Moraes,674.73888828656,Ipanema,Implantada,2.1
476,0.22294735,Faixa compartilhada na pista,2022,Bidirecional,Número 33,Sim,03/2022,Avenida Afonso de Taunay,4,No meio da pista,CETRIO,Avenida Monsenhor Ascânio,222.940430752344,Barra da Tijuca,Implantada,4.2
477,0.51972734,Ciclofaixa,2022,Bidirecional,Avenida Monsenhor Ascânio,Sim,03/2022,Avenida Afonso de Taunay,4,No bordo direito da pista,CETRIO,Avenida Armando Lombardi,519.71157192073,Barra da Tijuca,Implantada,4.2
480,0.17929029,Faixa compartilhada na calçada,,Bidirecional,Próximo ao Barra Garden Shopping,Sim,,Avenida das Américas,4,Na calçada,,Rua Ricardo Serran,179.282644298668,Barra da Tijuca,Implantada,4.2
481,2.45598996,Faixa compartilhada na calçada,,Bidirecional,Rua Ricardo Serran,Sim,,Avenida das Américas,4,Na calçada,,Número 411,2455.89731346384,Barra da Tijuca,Implantada,4.2
482,0.39174493,Ciclofaixa,,Bidirecional,Avenida Presidente Kubitschek,Sim,,Rua Visconde de Inhauma,1,No bordo esquerdo da pista,,Oposto ao número 95,391.757308200379,Centro,Implantada,1.1
483,0.39456615,Ciclofaixa,2022,Bidirecional,Avenida Rio Branco,Sim,05/2022,Avenida Nilo Peçanha,1,No bordo esquerdo da pista,CETRIO,Avenida Presidente Antônio Carlos,394.579028737925,Centro,Implantada,1.1
484,0.12092586,Faixa compartilhada na calçada,2022,Bidirecional,Avenida Nilo Peçanha,Sim,05/2022,Avenida Presidente Antônio Carlos,1,Na calçada,CETRIO,Avenida Erasmo Braga,120.929911426746,Centro,Implantada,1.1
485,0.13306979,Faixa compartilhada na pista,2022,Bidirecional,Avenida Presidente Antônio Carlos,Sim,05/2022,Avenida Erasmo Braga,1,No meio da pista,CETRIO,Rua Dom Manuel,133.074336587376,Centro,Implantada,1.1
486,0.13038227,Faixa compartilhada na pista,2022,Bidirecional,Avenida Erasmo Braga,Sim,05/2022,Rua Dom Manuel,1,No meio da pista,CETRIO,Rua da Assembléia,130.386590378765,Centro,Implantada,1.1
487,0.22162564,Ciclofaixa,,"Unidirecional, no fluxo dos automóveis",Rua Joana Angélica,Sim,,Rua Alberto de Campos,2,No bordo direito da pista,,Rua Vinicius de Moraes,221.629826630127,Ipanema,Implantada,2.1
488,0.61650843,Ciclofaixa,,"Unidirecional, no fluxo dos automóveis",Avenida Vieira Souto,Sim,,Rua Joana Angélica,2,No bordo direito da pista,,Rua Alberto de Campos,616.519668009789,Ipanema,Implantada,2.1
489,0.61501065,Ciclofaixa,,Bidirecional,Rua Sacadura Cabral,Sim,,Rua Camerino,1,No bordo esquerdo da pista,,Avenida Marechal Floriano,615.027461203336,Centro,Implantada,1.1
491,0.02269317,Faixa compartilhada na calçada,,"Unidirecional, no fluxo dos automóveis",Rua São Francisco Xavier,Sim,,Rua Nossa Senhora de Lourdes,2,Na calçada,,Número 01,22.6930930765423,Tijuca,Implantada,2.2
492,0.67295109,Faixa compartilhada na pista,,Bidirecional,Número 05,Sim,,Rua Nossa Senhora de Lourdes,2,No bordo direito da pista,,Rua Mendes Tavares,672.949012563699,Tijuca,Implantada,2.2
493,0.59162398,Ciclofaixa,,"Uniderecional, no sentido do fluxo do veículo",Rua Mendes Tavares,Sim,,Rua Nossa Senhora de Lourdes,2,No bordo direito da pista,,Rua Araxá,591.621000316006,Tijuca,Implantada,2.2
494,0.10722614,Faixa compartilhada na pista,,Bidirecional,Rua Barão da Gamboa,Sim,,Rua da Gamboa,1,No bordo direito da pista,,Rua Rivadávia Corrêa,107.228531037453,Centro,Implantada,1.1
495,0.14539227,Faixa compartilhada na calçada,,Bidirecional,Rua da União,Sim,,Rua da Gamboa,1,No bordo direito da pista,,Rua Barão da Gamboa,145.395407884395,Centro,Implantada,1.1
496,0.70017494,Ciclofaixa,2022,Bidirecional,Rua Ulysses Guimarães,Sim,09/2022,Rua Ulysses Guimarães / Visc. de Duprat / Julio do Carmo,1,No bordo direito da pista,CETRIO,Rua Julio do Carmo,700.188887721383,Centro,Implantada,1.1
501,0.60593618,Ciclofaixa,2022,"Unidirecional, no fluxo dos automóveis",Número 595-565,Sim,09/2022,Rua Henrique Scheid,3,No bordo esquerdo da pista,CETRIO,Número 2-16,605.924197925412,Méier,Implantada,3.2
502,0.62968773,Ciclofaixa,2022,"Unidirecional, no fluxo dos automóveis",Número 2-38,Sim,09/2022,"Rua Gentil de Araújo, Rua Sáles Guimarães e Rua Comendador João Carneiro de Almeida",3,No bordo esquerdo da pista,CETRIO,"Rua Piauí, Número 404-440",629.675753895869,Méier,Implantada,3.2
504,0.24172788,Ciclofaixa,2022,Bidirecional,Número 44-48,Sim,07/2022,Avenida Maria Teresa,5,No bordo direito da pista,CETRIO,Número 16-20,241.695784521285,Campo Grande,Implantada,5.2
505,0.31277558,Faixa compartilhada na calçada,2022,Bidirecional,Número 16-20,Sim,07/2022,"Avenida Maria Teresa, Avenida Cesário de Melo",5,No bordo direito da pista,CETRIO,Avenida Cesário de Melo 3439,312.734079585305,Campo Grande,Implantada,5.2
506,2.61718868,Ciclofaixa,2022,Bidirecional,Número 3067-3051,Sim,10/2022,Avenida Duque de Caxias,5,No bordo esquerdo da pista,CETRIO,Avenida Duque de Caxias 485-465,2617.01380020733,Vila Militar,Implantada,5.1
507,0.50926876,Faixa compartilhada na calçada,2022,Bidirecional,Número 485-465,Sim,10/2022,Avenida Duque de Caxias,5,Na calçada,CETRIO,Número 101-55,509.237409813241,Vila Militar,Implantada,5.1
508,1.34859764,Ciclofaixa,2022,Bidirecional,Número 418-128,Sim,08/2022,Avenida Ernani Cardoso,3,No bordo esquerdo da pista,CETRIO,Número 1-55,1348.54409221761,Cascadura,Implantada,3.3
509,1.23022464,Faixa compartilhada na calçada,2022,Bidirecional,Número 14.591,Sim,08/2022,Avenida das Américas,4,Na calçada,CETRIO,Avenida Alfredo Baltazar da Silveira,1230.11762657465,Recreio dos Bandeirantes,Implantada,4.2
510,0.31658854,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Número 264-350,Sim,08/2022,Rua Antônio Batista Bittencourt,4,No bordo direito da pista,CETRIO,Número 22,316.561131927026,Recreio dos Bandeirantes,Implantada,4.2
511,0.31832806,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Número 37,Sim,08/2022,"Rua Gelson Fonseca, Rua Arthur Possolo",4,No bordo esquerdo da pista,CETRIO,Número 466,318.300313554627,Recreio dos Bandeirantes,Implantada,4.2
512,3.6529709,Faixa compartilhada na calçada,2022,Bidirecional,Aqwa Corporate Tower,Sim,12/2022,Orla Conde,1,Na calçada,CETRIO,Museu Histórico Nacional,3653.08155754209,Centro,Implantada,
513,0.74814384,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Número 1555-1447,Sim,08/2022,Avenida Guignard,4,No bordo direito da pista,CETRIO,Número 33,748.077800612691,Recreio dos Bandeirantes,Implantada,4.2
514,0.85280876,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Número 2-28,Sim,08/2022,"Avenida Guignard, Rua Joaquim José Couto",4,No bordo direito da pista,CETRIO,"Rua Joaquim José Couto, Número 90",852.733683510162,Recreio dos Bandeirantes,Implantada,4.2
515,0.2985164,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Número 26,Sim,08/2022,Rua Odilon Duarte Braga,4,No bordo esquerdo da pista,CETRIO,Número 240,298.490540261863,Recreio dos Bandeirantes,Implantada,4.2
516,0.55494302,Ciclofaixa,2022,Bidirecional,"Avenida Presidente Wilson, Número 133-113",Sim,10/2022,"Avenida Presidente Wilson, Avenida Beira Mar, Avenida Antônio Carlos",2,No bordo direito da pista,CETRIO,"Avenida Presidente Antônio Carlos, Número 135",554.961724707149,Centro,Implantada,2.1
517,0.43151764,Ciclofaixa,2022,Bidirecional,"Rua Padre Januário, número 314-390",Sim,12/2022,Rua  Padre Januário,3,No bordo esquerdo da pista,CETRIO,Estrada Adhemar Bebiano,431.51039919349,Inhaúma,Implantada,3.4
518,0.32793404,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis","Rua Jornalista Orlando Dantas, Número 59",Sim,10/2022,"Rua Jornalista Orlando Dantas, Rua Clarice Índio do Brasil",2,No meio da pista,CETRIO,Rua Clarice Índio do Brasil,327.94388346918,Botafogo,Implantada,2.1
519,0.56226368,Ciclofaixa,2022,Bidirecional,"Rua Joana Alves, Número 10",Sim,10/2022,"Rua Joana Alves, Rua General Gustavo Cordeiro de Farias, Rua Dr. Rodrigues de Santana",1,No bordo direito da pista,CETRIO,"Rua Dr. Rodrigues de Santana, 4-18",562.265221138482,Benfica,Implantada,1
